NotesID|OrderID|Note_Date|Note_Time|Details|Role
18580|8876|1/26/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18581|8157|1/26/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18582|8402|1/26/2012|12/31/1899|NOTE: custoomer has never used the product. 1/26/12 ss|admin
18583|8402|1/26/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18584|8402|1/26/2012|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
18597|8882|1/31/2012|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
18598|8882|1/31/2012|12/31/1899|NOTE: will send to area51|admin
18599|8883|1/31/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18600|8864|1/31/2012|12/31/1899|NOTE: This display is working well in their design. waiting on 791  1/31/12 ss|admin
18609|8889|2/1/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18610|8883|2/1/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18611|8889|2/1/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18612|8889|2/1/2012|12/31/1899|NOTE: this will not be a big opp... more of a service|admin
18613|8881|2/1/2012|12/31/1899|"Status Changed To: ""Sample Back Ordered"""|admin
18614|8881|2/1/2012|12/31/1899|NOTE: No stock.  LT 6-8 wks.|admin
18615|8889|2/2/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18616|8890|2/3/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18617|8883|2/3/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18618|8883|2/3/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18619|8883|2/3/2012|12/31/1899|NOTE: Area51 is sending a sample|admin
18620|8890|2/3/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18621|8890|2/3/2012|12/31/1899|NOTE: Long term project|admin
18635|8900|2/8/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18636|8898|2/8/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18637|8901|2/8/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18644|8899|2/9/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18645|8902|2/9/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18646|8898|2/9/2012|12/31/1899|"Status Changed To: ""Sample Back Ordered"""|admin
18647|8898|2/9/2012|12/31/1899|NOTE: No stock.  LT 6-8 wks|admin
18652|8904|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18653|8913|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18654|8915|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18655|8914|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18656|8912|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18657|8911|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18658|8910|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18659|8909|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18660|8908|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18661|8907|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18662|8906|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18663|8905|2/13/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18682|8918|2/15/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18683|8831|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18684|8833|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18685|8834|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18686|8836|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18687|8837|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18688|8846|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18689|8902|2/15/2012|12/31/1899|NOTE: sent to Area51 2/15|admin
18690|8918|2/15/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18692|8919|2/16/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18693|8920|2/16/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18694|8921|2/16/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18695|8922|2/16/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18189|8793|11/29/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18190|8792|11/29/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18191|8794|11/30/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18205|8770|12/2/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18253|8796|12/7/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18254|8798|12/7/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18255|8795|12/7/2011|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18256|8792|12/7/2011|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18257|8789|12/7/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18280|8760|12/14/2011|12/31/1899|NOTE: sent follow up email 12/14 ss|admin
18281|8669|12/14/2011|12/31/1899|NOTE: does not respond to phone calls or emails 12/14 ss|admin
18288|8803|12/16/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18289|8804|12/16/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18308|8811|12/21/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18309|8811|12/21/2011|12/31/1899|NOTE: changed part number to AND-TFT-35VX-KIT @ $185.00 per Jody Lee|admin
18310|8811|12/21/2011|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18373|8835|1/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18400|8811|1/6/2012|12/31/1899|NOTE: customer is testing product now   has been workling well asked them if they will be buying additional product. waiting on reply. 1/6 ss|admin
18442|8854|1/18/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18443|8854|1/18/2012|12/31/1899|NOTE: UCF is a University.|admin
18444|8855|1/18/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18445|8856|1/18/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18446|8855|1/18/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18447|8855|1/18/2012|12/31/1899|NOTE: requested 8 samples|admin
18448|8847|1/18/2012|12/31/1899|NOTE: advised customer sample had shipped 1/18 ss|admin
18487|8147|1/20/2012|12/31/1899|"Status Changed To: ""Pending Qualification"""|admin
18488|8147|1/20/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18489|8855|1/20/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18490|8855|1/20/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18491|8865|1/23/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18492|8866|1/23/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18493|8867|1/23/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18494|8868|1/23/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18495|8869|1/23/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18496|8865|1/23/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18497|8865|1/23/2012|12/31/1899|NOTE: New Design|admin
18498|8855|1/23/2012|12/31/1899|NOTE: Sent tracking # to customer 1/23/12 ss|admin
18499|8857|1/23/2012|12/31/1899|NOTE: sent another e mail 1/23 ss|admin
18542|8872|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18543|8873|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18544|8864|1/25/2012|12/31/1899|NOTE: advised customer tracking info 1/25/12 ss|admin
18545|8863|1/25/2012|12/31/1899|NOTE: advised customer of backorder situation 1/25/12 ss|admin
18546|8238|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18547|8242|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18548|8253|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18549|8252|1/25/2012|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
18550|8270|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18551|8265|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18552|8268|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18553|8273|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18554|8276|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25 /12 ss|admin
18555|8280|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18556|8282|1/25/2012|12/31/1899|NOTE: No reponse from customer 1/25 /12 ss|admin
18557|8282|1/25/2012|12/31/1899|NOTE: No reponse from customer 1/25 /12 ss|admin
18558|8294|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18559|8301|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18560|8301|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18561|8301|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18562|8300|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18563|8365|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18564|8874|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18565|8868|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18566|8379|1/25/2012|12/31/1899|NOTE: sent followe up email /1 25/12 ss|admin
18567|8382|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18568|8384|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18569|8383|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18570|8382|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18571|8391|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18572|8395|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18573|8402|1/25/2012|12/31/1899|NOTE: sent follow up email 1/25/12 ss|admin
18574|8407|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18575|8408|1/25/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18596|8701|1/30/2012|12/31/1899|NOTE: Product is being design now..They are happy with performance could be a couple of months before they purchase the fans. 1/30/12 ss|admin
18601|8881|1/31/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18602|8881|1/31/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18603|8888|1/31/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18604|8887|1/31/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18605|8886|1/31/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18606|8885|1/31/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18607|8884|1/31/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18608|8884|1/31/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18638|8890|2/8/2012|12/31/1899|NOTE: sent tracking info to customer 2/8/12 ss|admin
18639|8887|2/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18640|8886|2/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18641|8885|2/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18642|8901|2/8/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18643|8901|2/8/2012|12/31/1899|NOTE: Please ship against this UPS account # W339W2.|admin
18696|8923|2/16/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18710|8918|2/16/2012|12/31/1899|NOTE: sent tracking # to customer 2/16|admin
18714|8925|2/21/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18715|8927|2/21/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18716|8926|2/21/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18717|8929|2/21/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18718|8928|2/21/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18719|8930|2/21/2012|12/31/1899|NOTE: sent to Area51 2/21|admin
18720|8930|2/21/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18721|8923|2/21/2012|12/31/1899|NOTE: sent to Area51 2/21|admin
18722|8924|2/21/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18723|8924|2/21/2012|12/31/1899|NOTE: sent to Area51|admin
18724|8916|2/21/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18725|8916|2/21/2012|12/31/1899|NOTE: sent to Area51|admin
18726|8920|2/21/2012|12/31/1899|NOTE: sent to Area51|admin
18727|8852|2/21/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18728|8852|2/21/2012|12/31/1899|NOTE: sent to Area51|admin
18729|8929|2/21/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18730|8928|2/21/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18731|8928|2/21/2012|12/31/1899|"Decision Maker Name: """", Decision Maker Title: ""Brett"""|admin
18732|8927|2/21/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18733|8927|2/21/2012|12/31/1899|NOTE: will go to production as soon as samples are approved|admin
18734|8926|2/21/2012|12/31/1899|NOTE: will go to production as soon as samples are approved.|admin
18735|8926|2/21/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18764|8934|2/24/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18765|8936|2/24/2012|12/31/1899|NOTE: sent to Area51|admin
18766|8936|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18767|8938|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18768|8937|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18769|8935|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18773|8942|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18774|8943|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18775|8944|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18776|8945|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18777|8946|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18778|8948|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18779|8948|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18780|8949|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18781|8950|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18782|8951|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18783|8952|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18784|8953|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18785|8954|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18786|8955|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18787|8956|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18788|8947|2/27/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18793|8847|2/27/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18794|8867|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18306|8809|12/21/2011|12/31/1899|NOTE: sent customer tracking info 12/21 ss|admin
18307|8803|12/21/2011|12/31/1899|NOTE: sent customer trackiing info 12/21 ss|admin
18311|8812|12/22/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18312|8813|12/22/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18313|8810|12/22/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18314|8808|12/22/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18315|8805|12/22/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18317|8814|12/23/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18318|8816|12/23/2011|12/31/1899|"Status Changed To: ""New"""|admin
18319|8816|12/23/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18320|8815|12/23/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18321|8817|12/23/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18322|8810|12/23/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18330|8817|12/27/2011|12/31/1899|NOTE: notified customer of tracking number today 12/27ss|admin
18331|8826|12/28/2011|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18332|8823|12/28/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18333|8825|12/28/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18334|8824|12/28/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18335|8821|12/28/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18336|8820|12/28/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18337|8819|12/28/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18338|8818|12/28/2011|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18339|8741|12/28/2011|12/31/1899|"Status Changed To: ""Lost Deal"""|admin
18340|8741|12/28/2011|12/31/1899|NOTE: chose another supplier  12/28 ss|admin
18341|8740|12/28/2011|12/31/1899|"Status Changed To: ""Lost Deal"""|admin
18342|8740|12/28/2011|12/31/1899|NOTE: chose another supplier 12/28 ss|admin
18343|8696|12/28/2011|12/31/1899|NOTE: sent follow up email 12/27 ss|admin
18344|8748|12/28/2011|12/31/1899|NOTE: unit working well...does NOT need more 12/28ss|admin
18345|8823|12/29/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18346|8825|12/29/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18347|8824|12/29/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18348|8827|12/29/2011|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18349|8827|12/29/2011|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18697|8904|2/16/2012|12/31/1899|NOTE: sent customer tracking info 2/16|admin
18750|8933|2/23/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18751|8933|2/23/2012|12/31/1899|NOTE: sent to Area51|admin
18752|8932|2/23/2012|12/31/1899|NOTE: sent to Area51|admin
18753|8932|2/23/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18754|8927|2/23/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18770|8939|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18771|8940|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18772|8941|2/24/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18795|8868|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18796|8870|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18797|8871|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18798|8890|2/27/2012|12/31/1899|NOTE: sent follow up email 2/27|admin
18799|8889|2/27/2012|12/31/1899|NOTE: sent follow up email 2/27|admin
18800|8891|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18801|8897|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18802|8907|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18803|8906|2/27/2012|12/31/1899|NOTE: sent to Area51|admin
18804|8907|2/27/2012|12/31/1899|NOTE: sent to area51|admin
18812|8941|2/28/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18813|8940|2/28/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18814|8961|2/28/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18815|8959|2/28/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18816|8962|2/28/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18817|8963|2/28/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18818|8946|2/28/2012|12/31/1899|NOTE: sent follow up email 2/28|admin
18819|8944|2/28/2012|12/31/1899|NOTE: sent follow up email 2/28|admin
18867|8973|3/2/2012|12/31/1899|NOTE: asked for shipping account #|admin
18868|8972|3/2/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18869|8974|3/4/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18870|8982|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18871|8981|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18872|8980|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18873|8979|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18874|8978|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18875|8977|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18876|8975|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18877|8976|3/4/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18878|8967|3/4/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18879|8973|3/5/2012|12/31/1899|NOTE: Ship against FEDX account # 1630-42126|admin
18880|8973|3/5/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18881|8983|3/5/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18882|8984|3/5/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18909|8989|3/7/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18910|8864|3/7/2012|12/31/1899|NOTE: working on the interface now|admin
18911|8863|3/7/2012|12/31/1899|NOTE: perfect for his next project|admin
18912|8918|3/7/2012|12/31/1899|NOTE: The display is working great. Trying to get a production date|admin
18913|8934|3/7/2012|12/31/1899|NOTE: display is working fine, No specific date as to when it will go to production.|admin
18914|8847|3/7/2012|12/31/1899|NOTE: display is working well, will be buyiing small qtys from distributors|admin
18915|8983|3/7/2012|12/31/1899|"Status Changed To: ""Qualified Lead"""|admin
18916|8865|3/7/2012|12/31/1899|NOTE: display works well|admin
18917|8991|3/8/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18918|8992|3/8/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18919|8991|3/8/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18920|8990|3/8/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18921|8985|3/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18922|8976|3/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18923|8993|3/8/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18924|8994|3/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18925|8995|3/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Fit"""|admin
18926|8974|3/8/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18927|8929|3/8/2012|12/31/1899|NOTE: Designing end product now|admin
18928|8928|3/8/2012|12/31/1899|NOTE: Designing Product now...will get back to us with needed dimensions.|admin
18929|8928|3/8/2012|12/31/1899|NOTE: Designing Product now...will get back to us with needed dimensions.|admin
18930|8900|3/8/2012|12/31/1899|NOTE: samples are working great, trying to get production date.|admin
18931|8899|3/8/2012|12/31/1899|NOTE: samples are working great, trying to get production date.|admin
18932|8898|3/8/2012|12/31/1899|NOTE: samples are working great  trying to get production date.|admin
18933|8983|3/8/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18954|9004|3/12/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18955|9003|3/12/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18956|9002|3/12/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18957|9001|3/12/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18958|8890|3/12/2012|12/31/1899|"Status Changed To: ""Project Cancelled"""|admin
18959|8901|3/12/2012|12/31/1899|NOTE: Testing sample now|admin
18960|8827|3/12/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18961|8926|3/12/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18962|8927|3/12/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18963|8270|3/12/2012|12/31/1899|"Status Changed To: ""Sample Shipped"""|admin
18964|8270|3/12/2012|12/31/1899|NOTE: Displays are performing well. Working with end customer in Tanzania|admin
18965|8739|3/12/2012|12/31/1899|NOTE: sent follow up email...|admin
18966|8739|3/12/2012|12/31/1899|NOTE: customer was testing in late feb -12|admin
18967|8904|3/12/2012|12/31/1899|NOTE: sent follow up email|admin
18968|8809|3/12/2012|12/31/1899|NOTE: No response from phone calls or emails.|admin
18969|8857|3/12/2012|12/31/1899|NOTE: sent email and left v/m|admin
18970|8900|3/12/2012|12/31/1899|NOTE: Production has been moved back to Nov. 2012|admin
18971|8899|3/12/2012|12/31/1899|NOTE: Production moved to Nov 2012|admin
18972|8898|3/12/2012|12/31/1899|NOTE: Production moved to Nov 2012|admin
18973|8701|3/12/2012|12/31/1899|NOTE: Busy time of year right now...new design will take place in Mid May. I will contact Jasno at that time. |admin
18974|9005|3/12/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18978|8932|3/13/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18979|9008|3/14/2012|12/31/1899|"Status Changed To: ""Sent Email/Left Message"""|admin
18980|9006|3/14/2012|12/31/1899|"Status Changed To: ""Referred to Distributor"""|admin
18981|9005|3/14/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18982|9004|3/14/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18983|9003|3/14/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18984|9002|3/14/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
18985|9001|3/14/2012|12/31/1899|"Status Changed To: ""Rejected-No Response"""|admin
